input_text,target_text,label,label_id
Adjust Britannia Good Day Cookies count and increase it by 3.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Britannia Good Day Cookies"", ""quantity"": 3}}",inc_quantity,4
Adjust Electral count and increase it by 9.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Electral"", ""quantity"": 9}}",inc_quantity,4
Process a payment of 824 with UPI.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 824, ""payment_method"": ""upi""}}",make_payment,8
Complete the payment of 293 using Credit Card.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 293, ""payment_method"": ""credit_card""}}",make_payment,8
Bump up 5 Star by 8.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""5 Star"", ""quantity"": 8}}",inc_quantity,4
Can you increase the quantity of Cinthol Deo by 8?,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Cinthol Deo"", ""quantity"": 8}}",inc_quantity,4
Add 4 Bourbon Biscuits to my cart.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Bourbon Biscuits"", ""quantity"": 4}}",add_to_cart,0
Make sure 5 Tide Washing Powder is added to my cart.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Tide Washing Powder"", ""quantity"": 5}}",add_to_cart,0
"I need 2 more Emami Navratna Oil, please increase the quantity.","{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Emami Navratna Oil"", ""quantity"": 2}}",inc_quantity,4
Adjust Lays Potato Chips count and increase it by 7.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Lays Potato Chips"", ""quantity"": 7}}",inc_quantity,4
I want to pay 891 through UPI.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 891, ""payment_method"": ""upi""}}",make_payment,8
"I'd like to buy 3 Electral, add it to the cart.","{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Electral"", ""quantity"": 3}}",add_to_cart,0
Can you reduce the quantity of 5 Star by 9?,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""5 Star"", ""quantity"": 9}}",dec_quantity,5
Process a payment of 156 with Debit Card.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 156, ""payment_method"": ""debit_card""}}",make_payment,8
Complete the payment of 961 using Net Banking.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 961, ""payment_method"": ""net_banking""}}",make_payment,8
Throw in 4 of Bisleri Water to my shopping list.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Bisleri Water"", ""quantity"": 4}}",add_to_cart,0
Add 1 Dove Shampoo to my cart.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Dove Shampoo"", ""quantity"": 1}}",add_to_cart,0
Can you check for buy shampoo?,"{""name"": ""search"", ""arguments"": {""query"": ""buy shampoo""}}",search,3
Can you put 1 of Bisleri Water in my basket?,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Bisleri Water"", ""quantity"": 1}}",add_to_cart,0
Tap on submit.,"{""name"": ""click_button"", ""arguments"": {""button_name"": ""submit""}}",click_button,7
Add 4 Close-Up Toothpaste to my cart.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Close-Up Toothpaste"", ""quantity"": 4}}",add_to_cart,0
Complete the payment of 776 using Cash on Delivery.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 776, ""payment_method"": ""cod""}}",make_payment,8
Increase 9 more for Lays Potato Chips.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Lays Potato Chips"", ""quantity"": 9}}",inc_quantity,4
Can you put 5 of Tide Washing Powder in my basket?,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Tide Washing Powder"", ""quantity"": 5}}",add_to_cart,0
Increase 3 more for Heinz Tomato Ketchup.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Heinz Tomato Ketchup"", ""quantity"": 3}}",inc_quantity,4
I want to pay 720 through UPI.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 720, ""payment_method"": ""upi""}}",make_payment,8
Can you put 1 of Maggi Masala Noodles in my basket?,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Maggi Masala Noodles"", ""quantity"": 1}}",add_to_cart,0
Increase 7 more for Mother Dairy Butter.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Mother Dairy Butter"", ""quantity"": 7}}",inc_quantity,4
Increase 7 more for Colgate Toothpaste.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Colgate Toothpaste"", ""quantity"": 7}}",inc_quantity,4
Increase 9 more for Emami Navratna Oil.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Emami Navratna Oil"", ""quantity"": 9}}",inc_quantity,4
Adjust Cinthol Deo count and reduce it by 3.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Cinthol Deo"", ""quantity"": 3}}",dec_quantity,5
Complete the payment of 675 using Cash on Delivery.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 675, ""payment_method"": ""cod""}}",make_payment,8
Access search by clicking its icon.,"{""name"": ""click_icon"", ""arguments"": {""icon_name"": ""search""}}",click_icon,9
Adjust Godrej Cinthol Deodorant count and increase it by 5.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Godrej Cinthol Deodorant"", ""quantity"": 5}}",inc_quantity,4
Can you increase the quantity of Pepsi by 7?,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Pepsi"", ""quantity"": 7}}",inc_quantity,4
"I'd like to buy 3 Dove Shampoo, add it to the cart.","{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Dove Shampoo"", ""quantity"": 3}}",add_to_cart,0
Bump up Emami Navratna Oil by 8.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Emami Navratna Oil"", ""quantity"": 8}}",inc_quantity,4
Throw in 1 of Maggi Masala Noodles to my shopping list.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Maggi Masala Noodles"", ""quantity"": 1}}",add_to_cart,0
Select the home icon.,"{""name"": ""click_icon"", ""arguments"": {""icon_name"": ""home""}}",click_icon,9
Fire up the app.,"{""name"": ""open_app"", ""arguments"": {}}",open_app,2
I want to pay 159 through UPI.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 159, ""payment_method"": ""upi""}}",make_payment,8
Reduce 6 more for Electral.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Electral"", ""quantity"": 6}}",dec_quantity,5
Process a payment of 699 with Cash on Delivery.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 699, ""payment_method"": ""cod""}}",make_payment,8
Adjust Bourbon Biscuits count and increase it by 10.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Bourbon Biscuits"", ""quantity"": 10}}",inc_quantity,4
Increase 8 more for Godrej Cinthol Deodorant.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Godrej Cinthol Deodorant"", ""quantity"": 8}}",inc_quantity,4
Increase 1 more for Heinz Tomato Ketchup.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Heinz Tomato Ketchup"", ""quantity"": 1}}",inc_quantity,4
Make sure 4 Close-Up Toothpaste is added to my cart.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Close-Up Toothpaste"", ""quantity"": 4}}",add_to_cart,0
Bump up Vicks VapoRub by 5.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Vicks VapoRub"", ""quantity"": 5}}",inc_quantity,4
Complete the payment of 315 using Cash on Delivery.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 315, ""payment_method"": ""cod""}}",make_payment,8
I want to pay 176 through Debit Card.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 176, ""payment_method"": ""debit_card""}}",make_payment,8
Adjust Britannia Good Day Cookies count and reduce it by 5.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Britannia Good Day Cookies"", ""quantity"": 5}}",dec_quantity,5
Use Credit Card to settle 402.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 402, ""payment_method"": ""credit_card""}}",make_payment,8
Can you reduce the quantity of Godrej Cinthol Deodorant by 1?,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Godrej Cinthol Deodorant"", ""quantity"": 1}}",dec_quantity,5
Bump up Godrej Cinthol Deodorant by 9.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Godrej Cinthol Deodorant"", ""quantity"": 9}}",dec_quantity,5
"I need 10 more Maggi Masala Noodles, please reduce the quantity.","{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Maggi Masala Noodles"", ""quantity"": 10}}",dec_quantity,5
Charge 934 to my Debit Card.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 934, ""payment_method"": ""debit_card""}}",make_payment,8
Cancel Colgate Toothpaste from the cart.,"{""name"": ""delete_from_cart"", ""arguments"": {""item"": ""Colgate Toothpaste""}}",delete_from_cart,10
Can you put 3 of Vicks VapoRub in my basket?,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Vicks VapoRub"", ""quantity"": 3}}",add_to_cart,0
Bump up Nivea Cream by 9.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Nivea Cream"", ""quantity"": 9}}",dec_quantity,5
Process a payment of 876 with Credit Card.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 876, ""payment_method"": ""credit_card""}}",make_payment,8
Adjust Mother Dairy Butter count and reduce it by 6.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Mother Dairy Butter"", ""quantity"": 6}}",dec_quantity,5
"I need 3 more Colgate Toothpaste, please increase the quantity.","{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Colgate Toothpaste"", ""quantity"": 3}}",inc_quantity,4
Charge 181 to my Net Banking.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 181, ""payment_method"": ""net_banking""}}",make_payment,8
Use Net Banking to settle 808.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 808, ""payment_method"": ""net_banking""}}",make_payment,8
"I'd like to buy 5 Bourbon Biscuits, add it to the cart.","{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Bourbon Biscuits"", ""quantity"": 5}}",add_to_cart,0
Complete the payment of 695 using Cash on Delivery.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 695, ""payment_method"": ""cod""}}",make_payment,8
Can you put 5 of Bisleri Water in my basket?,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Bisleri Water"", ""quantity"": 5}}",add_to_cart,0
Can you increase the quantity of Godrej Cinthol Deodorant by 8?,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Godrej Cinthol Deodorant"", ""quantity"": 8}}",inc_quantity,4
Throw in 5 of Pepsi to my shopping list.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Pepsi"", ""quantity"": 5}}",add_to_cart,0
Make sure 2 Maggi Masala Noodles is added to my cart.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Maggi Masala Noodles"", ""quantity"": 2}}",add_to_cart,0
"I'd like to buy 4 Bisleri Water, add it to the cart.","{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Bisleri Water"", ""quantity"": 4}}",add_to_cart,0
Can you increase the quantity of Electral by 10?,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Electral"", ""quantity"": 10}}",inc_quantity,4
Charge 664 to my Net Banking.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 664, ""payment_method"": ""net_banking""}}",make_payment,8
"I need 2 more Mother Dairy Butter, please increase the quantity.","{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Mother Dairy Butter"", ""quantity"": 2}}",inc_quantity,4
Drop Godrej Cinthol Deodorant from my shopping list.,"{""name"": ""delete_from_cart"", ""arguments"": {""item"": ""Godrej Cinthol Deodorant""}}",delete_from_cart,10
Bump up Electral by 4.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Electral"", ""quantity"": 4}}",dec_quantity,5
Use Cash on Delivery to settle 480.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 480, ""payment_method"": ""cod""}}",make_payment,8
Complete the payment of 917 using Net Banking.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 917, ""payment_method"": ""net_banking""}}",make_payment,8
Can you increase the quantity of Amul Milk by 7?,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Amul Milk"", ""quantity"": 7}}",inc_quantity,4
Bump up Bisleri Water by 7.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Bisleri Water"", ""quantity"": 7}}",inc_quantity,4
Complete the payment of 306 using Net Banking.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 306, ""payment_method"": ""net_banking""}}",make_payment,8
Increase 1 more for Close-Up Toothpaste.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Close-Up Toothpaste"", ""quantity"": 1}}",inc_quantity,4
Use UPI to settle 152.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 152, ""payment_method"": ""upi""}}",make_payment,8
Adjust Red Bull count and reduce it by 1.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Red Bull"", ""quantity"": 1}}",dec_quantity,5
Adjust Nivea Cream count and increase it by 5.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Nivea Cream"", ""quantity"": 5}}",inc_quantity,4
Reduce 7 more for Mother Dairy Butter.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Mother Dairy Butter"", ""quantity"": 7}}",dec_quantity,5
Can you increase the quantity of Electral by 5?,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Electral"", ""quantity"": 5}}",inc_quantity,4
"I need 4 more Maggi Masala Noodles, please reduce the quantity.","{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Maggi Masala Noodles"", ""quantity"": 4}}",dec_quantity,5
Can you put 1 of Vicks VapoRub in my basket?,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Vicks VapoRub"", ""quantity"": 1}}",add_to_cart,0
Can you increase the quantity of Colgate Toothpaste by 1?,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Colgate Toothpaste"", ""quantity"": 1}}",inc_quantity,4
"I need 10 more Electral, please increase the quantity.","{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Electral"", ""quantity"": 10}}",inc_quantity,4
Remove Amul Ice Cream from my order.,"{""name"": ""delete_from_cart"", ""arguments"": {""item"": ""Amul Ice Cream""}}",delete_from_cart,10
"I'd like to buy 4 Red Bull, add it to the cart.","{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Red Bull"", ""quantity"": 4}}",add_to_cart,0
Charge 718 to my Debit Card.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 718, ""payment_method"": ""debit_card""}}",make_payment,8
"I need 7 more Bisleri Water, please reduce the quantity.","{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Bisleri Water"", ""quantity"": 7}}",dec_quantity,5
I want to pay 663 through Credit Card.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 663, ""payment_method"": ""credit_card""}}",make_payment,8
Complete the payment of 467 using UPI.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 467, ""payment_method"": ""upi""}}",make_payment,8
Make sure 1 Electral is added to my cart.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Electral"", ""quantity"": 1}}",add_to_cart,0
Add 2 Nivea Cream to my cart.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Nivea Cream"", ""quantity"": 2}}",add_to_cart,0
"I need 9 more Lays Potato Chips, please increase the quantity.","{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Lays Potato Chips"", ""quantity"": 9}}",inc_quantity,4
"I need 10 more Lays Potato Chips, please reduce the quantity.","{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Lays Potato Chips"", ""quantity"": 10}}",dec_quantity,5
Adjust Close-Up Toothpaste count and reduce it by 6.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Close-Up Toothpaste"", ""quantity"": 6}}",dec_quantity,5
Bump up Amul Ice Cream by 5.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Amul Ice Cream"", ""quantity"": 5}}",dec_quantity,5
Increase 4 more for 5 Star.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""5 Star"", ""quantity"": 4}}",inc_quantity,4
Process a payment of 467 with Cash on Delivery.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 467, ""payment_method"": ""cod""}}",make_payment,8
Adjust Cinthol Deo count and increase it by 6.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Cinthol Deo"", ""quantity"": 6}}",inc_quantity,4
Complete the payment of 963 using Net Banking.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 963, ""payment_method"": ""net_banking""}}",make_payment,8
I need to search for order snacks.,"{""name"": ""search"", ""arguments"": {""query"": ""order snacks""}}",search,3
I want to pay 637 through Cash on Delivery.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 637, ""payment_method"": ""cod""}}",make_payment,8
Process a payment of 609 with Cash on Delivery.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 609, ""payment_method"": ""cod""}}",make_payment,8
Complete the payment of 219 using Debit Card.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 219, ""payment_method"": ""debit_card""}}",make_payment,8
Drop Lays Potato Chips from my shopping list.,"{""name"": ""delete_from_cart"", ""arguments"": {""item"": ""Lays Potato Chips""}}",delete_from_cart,10
Add 2 Amul Ice Cream to my cart.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Amul Ice Cream"", ""quantity"": 2}}",add_to_cart,0
"I'd like to buy 1 Dove Shampoo, add it to the cart.","{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Dove Shampoo"", ""quantity"": 1}}",add_to_cart,0
Make sure 4 Bourbon Biscuits is added to my cart.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Bourbon Biscuits"", ""quantity"": 4}}",add_to_cart,0
I want to pay 143 through Credit Card.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 143, ""payment_method"": ""credit_card""}}",make_payment,8
Reduce 8 more for Godrej Cinthol Deodorant.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Godrej Cinthol Deodorant"", ""quantity"": 8}}",dec_quantity,5
Can you increase the quantity of Bourbon Biscuits by 7?,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Bourbon Biscuits"", ""quantity"": 7}}",inc_quantity,4
Throw in 5 of Red Bull to my shopping list.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Red Bull"", ""quantity"": 5}}",add_to_cart,0
Remove 5 Star from my order.,"{""name"": ""delete_from_cart"", ""arguments"": {""item"": ""5 Star""}}",delete_from_cart,10
Increase 4 more for Amul Ice Cream.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Amul Ice Cream"", ""quantity"": 4}}",inc_quantity,4
Make sure 2 Lays Potato Chips is added to my cart.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Lays Potato Chips"", ""quantity"": 2}}",add_to_cart,0
Can you reduce the quantity of Heinz Tomato Ketchup by 6?,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Heinz Tomato Ketchup"", ""quantity"": 6}}",dec_quantity,5
Charge 669 to my Net Banking.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 669, ""payment_method"": ""net_banking""}}",make_payment,8
Reduce 9 more for Vicks VapoRub.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Vicks VapoRub"", ""quantity"": 9}}",dec_quantity,5
Complete the payment of 802 using Cash on Delivery.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 802, ""payment_method"": ""cod""}}",make_payment,8
"I need 2 more Lays Potato Chips, please increase the quantity.","{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Lays Potato Chips"", ""quantity"": 2}}",inc_quantity,4
Process a payment of 284 with Cash on Delivery.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 284, ""payment_method"": ""cod""}}",make_payment,8
Take Tide Washing Powder out of my cart.,"{""name"": ""delete_from_cart"", ""arguments"": {""item"": ""Tide Washing Powder""}}",delete_from_cart,10
Reduce 4 more for Godrej Cinthol Deodorant.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Godrej Cinthol Deodorant"", ""quantity"": 4}}",dec_quantity,5
Complete the payment of 500 using Credit Card.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 500, ""payment_method"": ""credit_card""}}",make_payment,8
Adjust Vicks VapoRub count and increase it by 7.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Vicks VapoRub"", ""quantity"": 7}}",inc_quantity,4
Take Amul Milk out of my cart.,"{""name"": ""delete_from_cart"", ""arguments"": {""item"": ""Amul Milk""}}",delete_from_cart,10
Can you increase the quantity of Close-Up Toothpaste by 7?,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Close-Up Toothpaste"", ""quantity"": 7}}",inc_quantity,4
Remove Bourbon Biscuits from my order.,"{""name"": ""delete_from_cart"", ""arguments"": {""item"": ""Bourbon Biscuits""}}",delete_from_cart,10
Add 3 5 Star to my cart.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""5 Star"", ""quantity"": 3}}",add_to_cart,0
Complete the payment of 180 using Net Banking.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 180, ""payment_method"": ""net_banking""}}",make_payment,8
Increase 5 more for Dove Shampoo.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Dove Shampoo"", ""quantity"": 5}}",inc_quantity,4
Can you put 4 of Maggi Masala Noodles in my basket?,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Maggi Masala Noodles"", ""quantity"": 4}}",add_to_cart,0
Bump up Bisleri Water by 5.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Bisleri Water"", ""quantity"": 5}}",inc_quantity,4
Bump up Tide Washing Powder by 7.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Tide Washing Powder"", ""quantity"": 7}}",dec_quantity,5
Can you reduce the quantity of Godrej Cinthol Deodorant by 10?,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Godrej Cinthol Deodorant"", ""quantity"": 10}}",dec_quantity,5
Remove Vicks VapoRub from my order.,"{""name"": ""delete_from_cart"", ""arguments"": {""item"": ""Vicks VapoRub""}}",delete_from_cart,10
"I'd like to buy 4 Pepsi, add it to the cart.","{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Pepsi"", ""quantity"": 4}}",add_to_cart,0
Increase 4 more for Electral.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Electral"", ""quantity"": 4}}",inc_quantity,4
Process a payment of 493 with Debit Card.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 493, ""payment_method"": ""debit_card""}}",make_payment,8
I want to pay 456 through Cash on Delivery.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 456, ""payment_method"": ""cod""}}",make_payment,8
Throw in 5 of Heinz Tomato Ketchup to my shopping list.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Heinz Tomato Ketchup"", ""quantity"": 5}}",add_to_cart,0
Select the menu icon.,"{""name"": ""click_icon"", ""arguments"": {""icon_name"": ""menu""}}",click_icon,9
Complete the payment of 623 using Credit Card.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 623, ""payment_method"": ""credit_card""}}",make_payment,8
Complete the payment of 755 using Net Banking.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 755, ""payment_method"": ""net_banking""}}",make_payment,8
Adjust Godrej Cinthol Deodorant count and reduce it by 9.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Godrej Cinthol Deodorant"", ""quantity"": 9}}",dec_quantity,5
Charge 910 to my Debit Card.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 910, ""payment_method"": ""debit_card""}}",make_payment,8
Cancel Red Bull from the cart.,"{""name"": ""delete_from_cart"", ""arguments"": {""item"": ""Red Bull""}}",delete_from_cart,10
Throw in 1 of Red Bull to my shopping list.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Red Bull"", ""quantity"": 1}}",add_to_cart,0
"I need 9 more Amul Ice Cream, please reduce the quantity.","{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Amul Ice Cream"", ""quantity"": 9}}",dec_quantity,5
"I need 3 more Emami Navratna Oil, please reduce the quantity.","{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Emami Navratna Oil"", ""quantity"": 3}}",dec_quantity,5
Increase 10 more for Close-Up Toothpaste.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Close-Up Toothpaste"", ""quantity"": 10}}",inc_quantity,4
Can you reduce the quantity of Amul Ice Cream by 6?,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Amul Ice Cream"", ""quantity"": 6}}",dec_quantity,5
Use Cash on Delivery to settle 164.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 164, ""payment_method"": ""cod""}}",make_payment,8
Add 3 Nivea Cream to my cart.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Nivea Cream"", ""quantity"": 3}}",add_to_cart,0
Charge 664 to my UPI.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 664, ""payment_method"": ""upi""}}",make_payment,8
"I'd like to buy 3 Amul Milk, add it to the cart.","{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Amul Milk"", ""quantity"": 3}}",add_to_cart,0
Add 4 Godrej Cinthol Deodorant to my cart.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Godrej Cinthol Deodorant"", ""quantity"": 4}}",add_to_cart,0
Complete the payment of 605 using Credit Card.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 605, ""payment_method"": ""credit_card""}}",make_payment,8
Can you put 1 of Heinz Tomato Ketchup in my basket?,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Heinz Tomato Ketchup"", ""quantity"": 1}}",add_to_cart,0
"I need 6 more Maggi Masala Noodles, please increase the quantity.","{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Maggi Masala Noodles"", ""quantity"": 6}}",inc_quantity,4
Process a payment of 138 with UPI.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 138, ""payment_method"": ""upi""}}",make_payment,8
Cancel Britannia Good Day Cookies from the cart.,"{""name"": ""delete_from_cart"", ""arguments"": {""item"": ""Britannia Good Day Cookies""}}",delete_from_cart,10
Complete the payment of 530 using Net Banking.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 530, ""payment_method"": ""net_banking""}}",make_payment,8
Complete the payment of 444 using Cash on Delivery.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 444, ""payment_method"": ""cod""}}",make_payment,8
Adjust Tide Washing Powder count and increase it by 5.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Tide Washing Powder"", ""quantity"": 5}}",inc_quantity,4
Increase 8 more for Mother Dairy Butter.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Mother Dairy Butter"", ""quantity"": 8}}",inc_quantity,4
Tap on the cart symbol.,"{""name"": ""click_icon"", ""arguments"": {""icon_name"": ""cart""}}",click_icon,9
Increase 5 more for Colgate Toothpaste.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Colgate Toothpaste"", ""quantity"": 5}}",inc_quantity,4
Process a payment of 816 with Net Banking.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 816, ""payment_method"": ""net_banking""}}",make_payment,8
Process a payment of 307 with Credit Card.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 307, ""payment_method"": ""credit_card""}}",make_payment,8
"I'd like to buy 4 Nivea Cream, add it to the cart.","{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Nivea Cream"", ""quantity"": 4}}",add_to_cart,0
